(ID,name,mode,var_type,coefficient,len,V0,min integer,max integer,pro integer);
("0x008004A1","Recovery Temperature Threshold Setting","RW","uint1",1,1,65,0,255,0);
("0x00800B80","Channel 1 Downlink Calibration Attenuation dB Value","RW","uint2",1000,2,0,0,65535,30);
("0x00800B81","Channel 2 Downlink Calibration Attenuation dB Value","RW","uint2",1000,2,0,0,65535,30);
("0x00800B86","1.8G Channel Uplink Gain","RW","uint1",1,1,255,0,255,0);
("0x00800B84","2.1G Channel Uplink Gain","RW","uint1",1,1,255,0,255,0);
("0x00800B88","Feedback Channel 1 Uplink Gain","RW","uint1",1,1,255,0,255,0);
("0x00800B8A","Feedback Channel 2 Uplink Gain","RW","uint1",1,1,255,0,255,0);
("0x00800C22","1.8G Channel Rx Received Power","RO","str",1,20,0,0,0,0);
("0x00800C20","2.1G Channel Rx Received Power","RO","str",1,20,0,0,0,0);
("0x00800C24","AGC Mode (0/2) Selection","RW","uint1",1,1,2,0,3,0);
("0x00800C25","1.8G Channel Rx AGC Maximum Value","RW","uint1",1,1,249,0,255,0);
("0x00800C26","2.1G Channel Rx AGC Maximum Value","RW","uint1",1,1,249,0,255,0);
("0x00800C2A","Power Amplifier Status Control (0x22C)","RW","uint1",1,1,0,0,255,0);
("0x00800C30","TX_LOL_TrackingCalsEn Setting","RW","uint1",1,1,0,0,255,0);
("0x00800C31","DPD Switch","RW","uint1",1,1,1,0,255,0);
("0x00800C32","Power Saving Mode Switch","RW","uint1",1,1,0,0,255,0);
("0x00800C60","Power Amplifier 2 Temperature Value","RW","sint1",1,1,0,0,255,0);
("0x00800C62","Power Amplifier 2 ALC Alarm","RW","bit",1,1,0,0,255,0);
("0x00800E10","Reporting Function","RW","uint1",1,1,0,0,1,0);
("0x00800FFD","Board PCB Name","RO","str",1,20,0,0,255,0);
("0x00800FFE","Broadcast Upgrade","RW","uint1",1,1,0,0,3,1);
("0x00800FFF","Operation Authorization","RW","uint1",1,1,0,0,3,1);
("0x0080A150","1.8G Channel DPD Transmit Average Power","RO","str",1,20,0,0,0,0);
("0x0080A152","2.1G Channel DPD Transmit Average Power","RO","str",1,20,0,0,0,0);
("0x0080A160","1.8G Channel DPD Feedback Average Power","RO","str",1,20,0,0,0,0);
("0x0080A162","2.1G Channel DPD Feedback Average Power","RO","str",1,20,0,0,0,0);
("0x080007E0","Optical Reception Power 1","RW","sint1",1,1,0,0,255,2);
("0x080007E1","Optical Reception Power 2","RW","sint1",1,1,0,0,255,2);
("0x080007E8","Optical Transmission Power 1","RW","sint1",1,1,0,0,255,2);
("0x080007E9","Optical Transmission Power 2","RW","sint1",1,1,0,0,255,2);
("0x08000A16","Downlink Signal Delay","RO","uint4",1,4,0,0,0,0);
("0x08009050","1.8G Channel 1 Downlink VSWR","RO","uint1",10,1,0,0,255,2);
("0x08009051","1.8G Channel 1 RF Signal Switch","RW","uint1",1,1,1,0,255,2);
("0x08009061","1.8G Channel 1 Downlink Output Power Level","RO","sint1",1,1,0,0,255,2);
("0x08009063","1.8G Channel 1 Remote Uplink Theoretical Gain","RW","sint1",1,1,0,0,255,2);
("0x08009064","1.8G Channel 1 Remote Downlink Actual Gain","RW","sint1",1,1,0,0,255,2);
("0x08009065","1.8G Channel 1 Uplink Attenuation Value","RW","uint1",1,1,0,0,255,2);
("0x08009066","1.8G Channel 1 Downlink Attenuation Value","RW","uint1",1,1,0,0,255,2);
("0x08009069","1.8G Channel 1 Downlink Output Underpower Threshold","RW","sint1",1,1,0,0,255,2);
("0x0800906A","1.8G Channel 1 Downlink Output Overpower Threshold","RW","sint1",1,1,0,0,255,2);
("0x0800906E","1.8G Channel 1 Downlink Output Underpower Alarm Enable","RW","bit",1,1,0,0,255,2);
("0x0800906F","1.8G Channel 1 Downlink Output Overpower Alarm Enable","RW","bit",1,1,0,0,255,2);
("0x08009072","1.8G Channel 1 Downlink Power Amplifier Fault Alarm Enable","RW","bit",1,1,0,0,255,2);
("0x08009073", "1.8G Channel 1 Upstream Low Noise Amplifier Fault Alarm Enable", "RW", "bit", 1, 1, 0, 0, 255, 2);
("0x08009075", "1.8G Channel 1 Downstream Standing Wave Ratio Alarm Enable", "RW", "bit", 1, 1, 0, 0, 255, 2);
("0x08009078", "1.8G Channel 1 Downstream Output Under Power Alarm", "RW", "bit", 1, 1, 0, 0, 255, 6);
("0x08009079", "1.8G Channel 1 Downstream Output Over Power Alarm", "RW", "bit", 1, 1, 0, 0, 255, 6);
("0x0800907C", "1.8G Channel 1 Downstream Power Amplifier Fault Alarm", "RW", "bit", 1, 1, 0, 0, 255, 6);
("0x0800907D", "1.8G Channel 1 Upstream Low Noise Amplifier Fault Alarm", "RW", "bit", 1, 1, 0, 0, 255, 6);
("0x0800907F", "1.8G Channel 1 Downstream Standing Wave Ratio Alarm", "RW", "bit", 1, 1, 0, 0, 255, 6);
("0x0800B050", "2.1G Channel 1 Downstream Standing Wave Ratio Value", "RO", "uint1", 10, 1, 0, 0, 255, 2);
("0x0800B051", "2.1G Channel 1 RF Signal Switch", "RW", "uint1", 1, 1, 1, 0, 255, 2);
("0x0800B061", "2.1G Channel 1 Downstream Output Power Level", "RO", "sint1", 1, 1, 0, 0, 255, 2);
("0x0800B063", "2.1G Channel 1 Upstream Theoretical Gain", "RW", "sint1", 1, 1, 0, 0, 255, 2);
("0x0800B064", "2.1G Channel 1 Downstream Actual Gain", "RW", "sint1", 1, 1, 0, 0, 255, 2);
("0x0800B065", "2.1G Channel 1 Upstream Attenuation Value", "RW", "uint1", 1, 1, 0, 0, 255, 2);
("0x0800B066", "2.1G Channel 1 Downstream Attenuation Value", "RW", "uint1", 1, 1, 0, 0, 255, 2);
("0x0800B069", "2.1G Channel 1 Downstream Output Under Power Threshold", "RW", "sint1", 1, 1, 0, 0, 255, 2);
("0x0800B06A", "2.1G Channel 1 Downstream Output Over Power Threshold", "RW", "sint1", 1, 1, 0, 0, 255, 2);
("0x0800B06E", "2.1G Channel 1 Downlink Output Underpower Alarm Enable", "RW", "bit", 1, 1, 0, 0, 255, 2);
("0x0800B06F", "2.1G Channel 1 Downlink Output Overpower Alarm Enable", "RW", "bit", 1, 1, 0, 0, 255, 2);
("0x0800B072", "2.1G Channel 1 Downlink Power Amplifier Fault Alarm Enable", "RW", "bit", 1, 1, 0, 0, 255, 2);
("0x0800B073", "2.1G Channel 1 Uplink Low Noise Amplifier Fault Alarm Enable", "RW", "bit", 1, 1, 0, 0, 255, 2);
("0x0800B075", "2.1G Channel 1 Downlink Standing Wave Ratio Alarm Enable", "RW", "bit", 1, 1, 0, 0, 255, 2);
("0x0800B078", "2.1G Channel 1 Downlink Output Underpower Alarm", "RW", "bit", 1, 1, 0, 0, 255, 6);
("0x0800B079", "2.1G Channel 1 Downlink Output Overpower Alarm", "RW", "bit", 1, 1, 0, 0, 255, 6);
("0x0800B07C", "2.1G Channel 1 Downlink Power Amplifier Fault Alarm", "RW", "bit", 1, 1, 0, 0, 255, 6);
("0x0800B07D", "2.1G Channel 1 Uplink Low Noise Amplifier Fault Alarm", "RW", "bit", 1, 1, 0, 0, 255, 6);
("0x0800B07F", "2.1G Channel 1 Downlink Standing Wave Ratio Alarm", "RW", "bit", 1, 1, 0, 0, 255, 6);
